transcript_id	gene_id
ENST00000520624	ENSG00000164893
ENST00000520625	ENSG00000153317
ENST00000520626	ENSG00000168487
ENST00000520627	ENSG00000008988
ENST00000520628	ENSG00000123908
ENST00000520629	ENSG00000206573
ENST00000520630	ENSG00000183117
ENST00000520631	ENSG00000147536
ENST00000520632	ENSG00000156170
ENST00000520633	ENSG00000178125
ENST00000520635	ENSG00000104231
ENST00000520636	ENSG00000129696
ENST00000520637	ENSG00000104738
ENST00000520638	ENSG00000145860
ENST00000520639	ENSG00000253886
ENST00000520641	ENSG00000137055
ENST00000520642	ENSG00000113719
ENST00000520643	ENSG00000104450
ENST00000520644	ENSG00000104635
ENST00000520645	ENSG00000151914
ENST00000520646	ENSG00000253944
ENST00000520647	ENSG00000164574
ENST00000520648	ENSG00000113739
ENST00000520649	ENSG00000253778
ENST00000520650	ENSG00000120903
ENST00000520651	ENSG00000253559
ENST00000520652	ENSG00000081059
ENST00000520653	ENSG00000104375
ENST00000520654	ENSG00000147454
ENST00000520655	ENSG00000104365
ENST00000520656	ENSG00000254294
ENST00000520657	ENSG00000187840
ENST00000520658	ENSG00000248544
ENST00000520659	ENSG00000164823
ENST00000520660	ENSG00000198939
ENST00000520661	ENSG00000174226
ENST00000520662	ENSG00000170234
ENST00000520663	ENSG00000133742
ENST00000520664	ENSG00000164609
ENST00000520665	ENSG00000042980
ENST00000520666	ENSG00000120915
ENST00000520667	ENSG00000055147
ENST00000520668	ENSG00000154162
ENST00000520670	ENSG00000104613
ENST00000520671	ENSG00000155508
ENST00000520672	ENSG00000204969
ENST00000520674	ENSG00000164620
ENST00000520675	ENSG00000145675
ENST00000520676	ENSG00000168546
ENST00000520677	ENSG00000172172
ENST00000520678	ENSG00000165102
ENST00000520679	ENSG00000012232
ENST00000520680	ENSG00000164953
ENST00000520681	ENSG00000253451
ENST00000520682	ENSG00000104660
ENST00000520684	ENSG00000104626
ENST00000520685	ENSG00000070718
ENST00000520686	ENSG00000205133
ENST00000520687	ENSG00000113140
ENST00000520688	ENSG00000253756
ENST00000520689	ENSG00000070718
ENST00000520690	ENSG00000104490
ENST00000520691	ENSG00000197140
ENST00000520692	ENSG00000133742
ENST00000520693	ENSG00000006837
ENST00000520694	ENSG00000123992
ENST00000520695	ENSG00000145901
ENST00000520696	ENSG00000254043
ENST00000520697	ENSG00000147481
ENST00000520698	ENSG00000161010
ENST00000520699	ENSG00000081059
ENST00000520700	ENSG00000067167
ENST00000520701	ENSG00000123643
ENST00000520703	ENSG00000145692
ENST00000520704	ENSG00000165102
ENST00000520705	ENSG00000254163
ENST00000520706	ENSG00000254182
ENST00000520708	ENSG00000112038
ENST00000520709	ENSG00000155099
ENST00000520710	ENSG00000147536
ENST00000520711	ENSG00000253943
ENST00000520712	ENSG00000177182
ENST00000520713	ENSG00000186106
ENST00000520714	ENSG00000214548
ENST00000520715	ENSG00000147324
ENST00000520716	ENSG00000147488
ENST00000520717	ENSG00000172164
ENST00000520718	ENSG00000120992
ENST00000520719	ENSG00000176623
ENST00000520720	ENSG00000069206
ENST00000520721	ENSG00000253957
ENST00000520722	ENSG00000164920
ENST00000520723	ENSG00000185250
ENST00000520724	ENSG00000079102
ENST00000520725	ENSG00000105339
ENST00000520726	ENSG00000171757
ENST00000520727	ENSG00000066827
ENST00000520728	ENSG00000164951
ENST00000520729	ENSG00000253183
ENST00000520730	ENSG00000253952
ENST00000520731	ENSG00000164576
ENST00000520732	ENSG00000215114
ENST00000520733	ENSG00000147679
ENST00000520734	ENSG00000154188
ENST00000520735	ENSG00000104361
ENST00000520736	ENSG00000147536
ENST00000520737	ENSG00000177873
ENST00000520738	ENSG00000158941
ENST00000520739	ENSG00000104660
ENST00000520740	ENSG00000182132
ENST00000520741	ENSG00000076554
ENST00000520743	ENSG00000174226
ENST00000520744	ENSG00000254305
ENST00000520746	ENSG00000196591
ENST00000520747	ENSG00000197948
ENST00000520748	ENSG00000135083
ENST00000520749	ENSG00000253717
ENST00000520750	ENSG00000253320
ENST00000520751	ENSG00000136997
ENST00000520752	ENSG00000146414
ENST00000520753	ENSG00000105483
ENST00000520754	ENSG00000130227
ENST00000520755	ENSG00000175324
ENST00000520756	ENSG00000253913
ENST00000520757	ENSG00000156170
ENST00000520758	ENSG00000253652
ENST00000520760	ENSG00000254207
ENST00000520761	ENSG00000183137
ENST00000520762	ENSG00000253787
ENST00000520763	ENSG00000198042
ENST00000520764	ENSG00000120314
ENST00000520765	ENSG00000253657
ENST00000520766	ENSG00000254275
ENST00000520767	ENSG00000172728
ENST00000520769	ENSG00000042832
ENST00000520770	ENSG00000147650
ENST00000520771	ENSG00000170873
ENST00000520772	ENSG00000168619
ENST00000520773	ENSG00000291115
ENST00000520774	ENSG00000156162
ENST00000520775	ENSG00000253571
ENST00000520776	ENSG00000178852
ENST00000520777	ENSG00000197530
ENST00000520778	ENSG00000254238
ENST00000520779	ENSG00000036448
ENST00000520780	ENSG00000253373
ENST00000520781	ENSG00000104763
ENST00000520782	ENSG00000172568
ENST00000520783	ENSG00000147601
ENST00000520784	ENSG00000253114
ENST00000520785	ENSG00000253259
ENST00000520786	ENSG00000177335
ENST00000520788	ENSG00000104321
ENST00000520789	ENSG00000156011
ENST00000520790	ENSG00000253305
ENST00000520791	ENSG00000164920
ENST00000520792	ENSG00000215354
ENST00000520793	ENSG00000135299
ENST00000520794	ENSG00000197226
ENST00000520795	ENSG00000076554
ENST00000520796	ENSG00000120885
ENST00000520797	ENSG00000104381
ENST00000520798	ENSG00000123124
ENST00000520799	ENSG00000254377
ENST00000520800	ENSG00000253206
ENST00000520801	ENSG00000106034
ENST00000520802	ENSG00000178852
ENST00000520803	ENSG00000253721
ENST00000520804	ENSG00000070756
ENST00000520805	ENSG00000198939
ENST00000520806	ENSG00000147647
ENST00000520807	ENSG00000223908
ENST00000520808	ENSG00000185864
ENST00000520809	ENSG00000169139
ENST00000520810	ENSG00000104365
ENST00000520811	ENSG00000147488
ENST00000520812	ENSG00000254103
ENST00000520813	ENSG00000147677
ENST00000520815	ENSG00000253162
ENST00000520816	ENSG00000198010
ENST00000520817	ENSG00000147533
ENST00000520818	ENSG00000147606
ENST00000520819	ENSG00000247134
ENST00000520820	ENSG00000246263
ENST00000520821	ENSG00000243978
ENST00000520822	ENSG00000161013
ENST00000520823	ENSG00000291073
ENST00000520824	ENSG00000254275
ENST00000520825	ENSG00000147481
ENST00000520827	ENSG00000104613
ENST00000520828	ENSG00000169398
ENST00000520829	ENSG00000104671
ENST00000520830	ENSG00000147416
ENST00000520831	ENSG00000104299
ENST00000520832	ENSG00000104635
ENST00000520833	ENSG00000102878
ENST00000520834	ENSG00000254102
ENST00000520835	ENSG00000104365
ENST00000520836	ENSG00000134516
ENST00000520837	ENSG00000157570
ENST00000520838	ENSG00000253404
ENST00000520839	ENSG00000135299
ENST00000520840	ENSG00000253616
ENST00000520841	ENSG00000164609
ENST00000520842	ENSG00000254319
ENST00000520843	ENSG00000169398
ENST00000520844	ENSG00000253562
ENST00000520845	ENSG00000164941
ENST00000520846	ENSG00000038945
ENST00000520847	ENSG00000173334
ENST00000520848	ENSG00000253240
ENST00000520849	ENSG00000253553
ENST00000520850	ENSG00000083312
ENST00000520851	ENSG00000113721
ENST00000520853	ENSG00000164941
ENST00000520854	ENSG00000106004
ENST00000520855	ENSG00000132837
ENST00000520856	ENSG00000158856
ENST00000520857	ENSG00000167632
ENST00000520858	ENSG00000156011
ENST00000520859	ENSG00000104325
ENST00000520860	ENSG00000196220
ENST00000520861	ENSG00000158941
ENST00000520862	ENSG00000254119
ENST00000520863	ENSG00000253645
ENST00000520864	ENSG00000204764
ENST00000520865	ENSG00000044115
ENST00000520866	ENSG00000156831
ENST00000520867	ENSG00000113742
ENST00000520868	ENSG00000070756
ENST00000520870	ENSG00000253526
ENST00000520871	ENSG00000134013
ENST00000520872	ENSG00000040341
ENST00000520874	ENSG00000253228
ENST00000520875	ENSG00000161013
ENST00000520876	ENSG00000129951
ENST00000520877	ENSG00000076554
ENST00000520878	ENSG00000113240
ENST00000520879	ENSG00000204764
ENST00000520880	ENSG00000164932
ENST00000520881	ENSG00000253821
ENST00000520882	ENSG00000254099
ENST00000520883	ENSG00000183137
ENST00000520884	ENSG00000137055
ENST00000520885	ENSG00000253210
ENST00000520886	ENSG00000135299
ENST00000520887	ENSG00000153310
ENST00000520889	ENSG00000254395
ENST00000520890	ENSG00000253408
ENST00000520891	ENSG00000228624
ENST00000520892	ENSG00000169398
ENST00000520893	ENSG00000102225
ENST00000520894	ENSG00000250295
ENST00000520895	ENSG00000196591
ENST00000520896	ENSG00000120992
ENST00000520897	ENSG00000083099
ENST00000520898	ENSG00000104517
ENST00000520899	ENSG00000037749
ENST00000520900	ENSG00000161010
ENST00000520901	ENSG00000198010
ENST00000520902	ENSG00000254081
ENST00000520903	ENSG00000034677
ENST00000520904	ENSG00000056998
ENST00000520905	ENSG00000253178
ENST00000520906	ENSG00000197959
ENST00000520907	ENSG00000185869
ENST00000520908	ENSG00000134516
ENST00000520909	ENSG00000113240
ENST00000520910	ENSG00000173818
ENST00000520911	ENSG00000113269
ENST00000520912	ENSG00000197226
ENST00000520913	ENSG00000249859
ENST00000520914	ENSG00000248738
ENST00000520915	ENSG00000198064
ENST00000520916	ENSG00000157110
ENST00000520917	ENSG00000169398
ENST00000520918	ENSG00000161013
ENST00000520919	ENSG00000214357
ENST00000520920	ENSG00000253557
ENST00000520921	ENSG00000164879
ENST00000520923	ENSG00000132554
ENST00000520924	ENSG00000170919
ENST00000520925	ENSG00000134013
ENST00000520926	ENSG00000168502
ENST00000520927	ENSG00000153317
ENST00000520928	ENSG00000245146
ENST00000520929	ENSG00000253301
ENST00000520930	ENSG00000253190
ENST00000520931	ENSG00000145901
ENST00000520933	ENSG00000120903
ENST00000520935	ENSG00000172728
ENST00000520936	ENSG00000197217
ENST00000520937	ENSG00000188343
ENST00000520938	ENSG00000147687
ENST00000520940	ENSG00000012232
ENST00000520941	ENSG00000104231
ENST00000520942	ENSG00000055163
ENST00000520943	ENSG00000104419
ENST00000520944	ENSG00000245910
ENST00000520945	ENSG00000040341
ENST00000520946	ENSG00000147586
ENST00000520947	ENSG00000127947
ENST00000520948	ENSG00000112715
ENST00000520949	ENSG00000147454
ENST00000520950	ENSG00000184428
ENST00000520951	ENSG00000164920
ENST00000520952	ENSG00000079112
ENST00000520953	ENSG00000153914
ENST00000520954	ENSG00000147724
ENST00000520955	ENSG00000188343
ENST00000520956	ENSG00000239704
ENST00000520957	ENSG00000113240
ENST00000520958	ENSG00000081059
ENST00000520959	ENSG00000175445
ENST00000520960	ENSG00000055163
ENST00000520961	ENSG00000183808
ENST00000520962	ENSG00000254057
ENST00000520963	ENSG00000253467
ENST00000520964	ENSG00000203950
ENST00000520965	ENSG00000185869
ENST00000520966	ENSG00000155511
ENST00000520967	ENSG00000171604
ENST00000520968	ENSG00000170271
ENST00000520969	ENSG00000161013
ENST00000520970	ENSG00000168487
ENST00000520971	ENSG00000157110
ENST00000520972	ENSG00000104728
ENST00000520973	ENSG00000147526
ENST00000520974	ENSG00000079102
ENST00000520975	ENSG00000118322
ENST00000520976	ENSG00000104205
ENST00000520977	ENSG00000104804
ENST00000520978	ENSG00000079102
ENST00000520980	ENSG00000251330
ENST00000520981	ENSG00000131773
ENST00000520982	ENSG00000168487
ENST00000520983	ENSG00000104299
ENST00000520984	ENSG00000120963
ENST00000520985	ENSG00000104613
ENST00000520986	ENSG00000105339
ENST00000520987	ENSG00000156509
ENST00000520988	ENSG00000254123
ENST00000520990	ENSG00000133742
ENST00000520991	ENSG00000182372
ENST00000520992	ENSG00000164754
ENST00000520993	ENSG00000254003
ENST00000520994	ENSG00000104738
ENST00000520995	ENSG00000161010
ENST00000520996	ENSG00000104267
ENST00000520997	ENSG00000155975
ENST00000520998	ENSG00000156482
ENST00000520999	ENSG00000157570
ENST00000521000	ENSG00000120899
ENST00000521001	ENSG00000145901
ENST00000521002	ENSG00000034239
ENST00000521003	ENSG00000160932
ENST00000521004	ENSG00000135299
ENST00000521005	ENSG00000155975
ENST00000521006	ENSG00000095539
ENST00000521007	ENSG00000064313
ENST00000521008	ENSG00000104613
ENST00000521009	ENSG00000094755
ENST00000521010	ENSG00000254315
ENST00000521011	ENSG00000113273
ENST00000521012	ENSG00000253149
ENST00000521013	ENSG00000121039
ENST00000521014	ENSG00000254263
ENST00000521015	ENSG00000134014
ENST00000521016	ENSG00000253280
ENST00000521017	ENSG00000112237
ENST00000521018	ENSG00000168502
ENST00000521019	ENSG00000253615
ENST00000521020	ENSG00000158941
ENST00000521021	ENSG00000253390
ENST00000521022	ENSG00000104299
ENST00000521024	ENSG00000184428
ENST00000521025	ENSG00000253200
ENST00000521026	ENSG00000104419
ENST00000521027	ENSG00000156011
ENST00000521028	ENSG00000243766
ENST00000521029	ENSG00000169398
ENST00000521030	ENSG00000253802
ENST00000521031	ENSG00000055147
ENST00000521032	ENSG00000135297
ENST00000521033	ENSG00000118322
ENST00000521034	ENSG00000254101
ENST00000521035	ENSG00000164756
ENST00000521036	ENSG00000156467
ENST00000521037	ENSG00000132549
ENST00000521038	ENSG00000129292
ENST00000521039	ENSG00000173273
ENST00000521040	ENSG00000178125
ENST00000521041	ENSG00000132561
ENST00000521042	ENSG00000104368
ENST00000521043	ENSG00000111879
ENST00000521044	ENSG00000164920
ENST00000521045	ENSG00000176623
ENST00000521046	ENSG00000168300
ENST00000521047	ENSG00000113282
ENST00000521048	ENSG00000253972
ENST00000521049	ENSG00000067167
ENST00000521050	ENSG00000147526
ENST00000521051	ENSG00000253143
ENST00000521052	ENSG00000132837
ENST00000521053	ENSG00000226807
ENST00000521054	ENSG00000079102
ENST00000521055	ENSG00000253184
ENST00000521057	ENSG00000153317
ENST00000521058	ENSG00000253156
ENST00000521059	ENSG00000169398
ENST00000521060	ENSG00000169490
ENST00000521061	ENSG00000253205
ENST00000521062	ENSG00000010810
ENST00000521063	ENSG00000156170
ENST00000521064	ENSG00000133943
ENST00000521065	ENSG00000164953
ENST00000521066	ENSG00000253934
ENST00000521067	ENSG00000070756
ENST00000521069	ENSG00000213386
ENST00000521070	ENSG00000104299
ENST00000521071	ENSG00000147679
ENST00000521072	ENSG00000185250
ENST00000521073	ENSG00000253595
ENST00000521074	ENSG00000235931
ENST00000521075	ENSG00000153317
ENST00000521076	ENSG00000105808
ENST00000521077	ENSG00000133943
ENST00000521078	ENSG00000079102
ENST00000521079	ENSG00000123124
ENST00000521080	ENSG00000164944
ENST00000521081	ENSG00000133943
ENST00000521082	ENSG00000122550
ENST00000521083	ENSG00000133872
ENST00000521084	ENSG00000254031
ENST00000521085	ENSG00000083307
ENST00000521086	ENSG00000187735
ENST00000521087	ENSG00000129910
ENST00000521088	ENSG00000213881
ENST00000521089	ENSG00000113645
ENST00000521090	ENSG00000254101
ENST00000521091	ENSG00000253352
ENST00000521092	ENSG00000105483
ENST00000521093	ENSG00000132912
ENST00000521094	ENSG00000146006
ENST00000521095	ENSG00000221914
ENST00000521096	ENSG00000104381
ENST00000521097	ENSG00000254101
ENST00000521098	ENSG00000184661
ENST00000521099	ENSG00000134014
ENST00000521100	ENSG00000215354
ENST00000521101	ENSG00000253632
ENST00000521102	ENSG00000247081
ENST00000521103	ENSG00000253602
ENST00000521104	ENSG00000151914
ENST00000521105	ENSG00000253674
ENST00000521106	ENSG00000112038
ENST00000521107	ENSG00000042832
ENST00000521108	ENSG00000072571
ENST00000521109	ENSG00000164961
ENST00000521110	ENSG00000042980
ENST00000521111	ENSG00000164683
ENST00000521112	ENSG00000156482
ENST00000521113	ENSG00000288596
ENST00000521114	ENSG00000229415
ENST00000521116	ENSG00000169045
ENST00000521117	ENSG00000113273
ENST00000521118	ENSG00000006837
ENST00000521119	ENSG00000147488
ENST00000521120	ENSG00000161813
ENST00000521121	ENSG00000158669
ENST00000521122	ENSG00000249859
ENST00000521123	ENSG00000169499
ENST00000521124	ENSG00000164270
ENST00000521126	ENSG00000145934
ENST00000521127	ENSG00000245910
ENST00000521128	ENSG00000253686
ENST00000521129	ENSG00000147316
ENST00000521130	ENSG00000184347
ENST00000521131	ENSG00000254277
ENST00000521132	ENSG00000253301
ENST00000521133	ENSG00000245146
ENST00000521134	ENSG00000184156
ENST00000521137	ENSG00000105136
ENST00000521138	ENSG00000137561
ENST00000521139	ENSG00000253164
ENST00000521140	ENSG00000147439
ENST00000521141	ENSG00000253125
ENST00000521142	ENSG00000104324
ENST00000521143	ENSG00000254237
ENST00000521144	ENSG00000164951
ENST00000521145	ENSG00000172748
ENST00000521146	ENSG00000170091
ENST00000521147	ENSG00000249395
ENST00000521148	ENSG00000248858
ENST00000521149	ENSG00000253649
ENST00000521150	ENSG00000184347
ENST00000521151	ENSG00000104738
ENST00000521152	ENSG00000104205
ENST00000521153	ENSG00000181195
ENST00000521154	ENSG00000147526
ENST00000521155	ENSG00000164941
ENST00000521156	ENSG00000135297
ENST00000521157	ENSG00000158806
ENST00000521158	ENSG00000078668
ENST00000521159	ENSG00000253552
ENST00000521160	ENSG00000145868
ENST00000521161	ENSG00000226807
ENST00000521162	ENSG00000155975
ENST00000521163	ENSG00000196591
ENST00000521164	ENSG00000120899
ENST00000521165	ENSG00000204764
ENST00000521166	ENSG00000176853
ENST00000521167	ENSG00000167632
ENST00000521168	ENSG00000104218
ENST00000521169	ENSG00000146530
ENST00000521170	ENSG00000104221
ENST00000521172	ENSG00000169398
ENST00000521173	ENSG00000169045
ENST00000521174	ENSG00000155508
ENST00000521175	ENSG00000147316
ENST00000521176	ENSG00000104427
ENST00000521177	ENSG00000003987
ENST00000521178	ENSG00000108852
ENST00000521179	ENSG00000175106
ENST00000521180	ENSG00000008513
ENST00000521182	ENSG00000160932
ENST00000521183	ENSG00000253546
ENST00000521184	ENSG00000158669
ENST00000521185	ENSG00000186918
ENST00000521187	ENSG00000112769
ENST00000521188	ENSG00000228801
ENST00000521189	ENSG00000177182
ENST00000521190	ENSG00000164609
ENST00000521192	ENSG00000233170
ENST00000521193	ENSG00000184428
ENST00000521195	ENSG00000164930
ENST00000521197	ENSG00000254369
ENST00000521198	ENSG00000104205
ENST00000521199	ENSG00000253901
ENST00000521201	ENSG00000254328
ENST00000521202	ENSG00000174371
ENST00000521203	ENSG00000253577
ENST00000521204	ENSG00000253315
ENST00000521205	ENSG00000253292
ENST00000521206	ENSG00000133710
ENST00000521207	ENSG00000253716
ENST00000521208	ENSG00000181790
ENST00000521209	ENSG00000175806
ENST00000521210	ENSG00000040341
ENST00000521211	ENSG00000180694
ENST00000521214	ENSG00000164808
ENST00000521215	ENSG00000254055
ENST00000521216	ENSG00000113558
ENST00000521218	ENSG00000254153
ENST00000521219	ENSG00000253528
ENST00000521220	ENSG00000147419
ENST00000521221	ENSG00000253205
ENST00000521222	ENSG00000164953
ENST00000521223	ENSG00000153310
ENST00000521224	ENSG00000254347
ENST00000521225	ENSG00000104365
ENST00000521226	ENSG00000168078
ENST00000521227	ENSG00000186687
ENST00000521228	ENSG00000159398
ENST00000521229	ENSG00000167904
ENST00000521230	ENSG00000248858
ENST00000521231	ENSG00000254369
ENST00000521232	ENSG00000104549
ENST00000521233	ENSG00000196591
ENST00000521234	ENSG00000133740
ENST00000521235	ENSG00000070718
ENST00000521236	ENSG00000147465
ENST00000521237	ENSG00000253155
ENST00000521238	ENSG00000172748
ENST00000521239	ENSG00000140396
ENST00000521240	ENSG00000135299
ENST00000521241	ENSG00000076554
ENST00000521242	ENSG00000253230
ENST00000521243	ENSG00000164756
ENST00000521244	ENSG00000213057
ENST00000521245	ENSG00000253279
ENST00000521246	ENSG00000236939
ENST00000521247	ENSG00000066855
ENST00000521248	ENSG00000086589
ENST00000521249	ENSG00000080823
ENST00000521250	ENSG00000169398
ENST00000521251	ENSG00000253172
ENST00000521252	ENSG00000253961
ENST00000521253	ENSG00000104228
ENST00000521254	ENSG00000104765
ENST00000521255	ENSG00000253309
ENST00000521256	ENSG00000214548
ENST00000521257	ENSG00000253665
ENST00000521258	ENSG00000253607
ENST00000521259	ENSG00000254088
ENST00000521260	ENSG00000181163
ENST00000521261	ENSG00000104738
ENST00000521262	ENSG00000008988
ENST00000521263	ENSG00000119280
ENST00000521264	ENSG00000177556
ENST00000521265	ENSG00000133872
ENST00000521266	ENSG00000145860
ENST00000521267	ENSG00000206573
ENST00000521268	ENSG00000184672
ENST00000521269	ENSG00000253994
ENST00000521270	ENSG00000172748
ENST00000521272	ENSG00000120963
ENST00000521273	ENSG00000215492
ENST00000521274	ENSG00000253879
ENST00000521275	ENSG00000047249
ENST00000521276	ENSG00000254324
ENST00000521277	ENSG00000183137
ENST00000521278	ENSG00000170091
ENST00000521279	ENSG00000145692
ENST00000521280	ENSG00000070718
ENST00000521281	ENSG00000236279
ENST00000521282	ENSG00000156735
ENST00000521283	ENSG00000104228
ENST00000521284	ENSG00000134020
ENST00000521285	ENSG00000234284
ENST00000521286	ENSG00000176731
ENST00000521287	ENSG00000104231
ENST00000521288	ENSG00000198585
ENST00000521289	ENSG00000008988
ENST00000521290	ENSG00000070501
ENST00000521291	ENSG00000156482
ENST00000521292	ENSG00000253563
ENST00000521293	ENSG00000040341
ENST00000521294	ENSG00000253664
ENST00000521295	ENSG00000253618
ENST00000521296	ENSG00000176194
ENST00000521297	ENSG00000104408
ENST00000521298	ENSG00000253252
ENST00000521299	ENSG00000161010
ENST00000521300	ENSG00000164591
ENST00000521301	ENSG00000158941
ENST00000521302	ENSG00000155926
ENST00000521303	ENSG00000130227
ENST00000521304	ENSG00000253998
ENST00000521305	ENSG00000161013
ENST00000521306	ENSG00000254310
ENST00000521307	ENSG00000253177
ENST00000521308	ENSG00000198624
ENST00000521309	ENSG00000164924
ENST00000521310	ENSG00000189376
ENST00000521311	ENSG00000156735
ENST00000521312	ENSG00000104517
ENST00000521313	ENSG00000231942
ENST00000521314	ENSG00000102878
ENST00000521315	ENSG00000168484
ENST00000521316	ENSG00000147481
ENST00000521317	ENSG00000253577
ENST00000521318	ENSG00000254255
ENST00000521319	ENSG00000079102
ENST00000521320	ENSG00000164609
ENST00000521321	ENSG00000197217
ENST00000521322	ENSG00000072786
ENST00000521323	ENSG00000104432
ENST00000521324	ENSG00000104218
ENST00000521325	ENSG00000123908
ENST00000521326	ENSG00000254231
ENST00000521327	ENSG00000113140
ENST00000521328	ENSG00000164924
ENST00000521329	ENSG00000113643
ENST00000521330	ENSG00000173818
ENST00000521331	ENSG00000253729
ENST00000521332	ENSG00000169398
ENST00000521333	ENSG00000161010
ENST00000521334	ENSG00000133943
ENST00000521335	ENSG00000047249
ENST00000521336	ENSG00000170919
ENST00000521337	ENSG00000253970
ENST00000521338	ENSG00000078674
ENST00000521339	ENSG00000022355
ENST00000521340	ENSG00000254114
ENST00000521341	ENSG00000254066
ENST00000521342	ENSG00000253126
ENST00000521343	ENSG00000254195
ENST00000521344	ENSG00000168300
ENST00000521345	ENSG00000186106
ENST00000521346	ENSG00000169139
ENST00000521347	ENSG00000159784
ENST00000521348	ENSG00000078668
ENST00000521349	ENSG00000158669
ENST00000521351	ENSG00000123643
ENST00000521352	ENSG00000120992
ENST00000521353	ENSG00000177873
ENST00000521354	ENSG00000076554
ENST00000521355	ENSG00000253137
ENST00000521356	ENSG00000197181
ENST00000521357	ENSG00000104613
ENST00000521358	ENSG00000253233
ENST00000521359	ENSG00000253140
ENST00000521360	ENSG00000133731
ENST00000521361	ENSG00000010810
ENST00000521362	ENSG00000170231
ENST00000521363	ENSG00000253802
ENST00000521364	ENSG00000151292
ENST00000521365	ENSG00000147697
ENST00000521366	ENSG00000123119
ENST00000521367	ENSG00000164620
ENST00000521368	ENSG00000044115
ENST00000521369	ENSG00000164830
ENST00000521370	ENSG00000157110
ENST00000521371	ENSG00000104490
ENST00000521372	ENSG00000147647
ENST00000521373	ENSG00000253428
ENST00000521374	ENSG00000102878
ENST00000521375	ENSG00000079102
ENST00000521376	ENSG00000184672
ENST00000521377	ENSG00000047249
ENST00000521378	ENSG00000254222
ENST00000521379	ENSG00000101343
ENST00000521380	ENSG00000229415
ENST00000521381	ENSG00000145675
ENST00000521382	ENSG00000169499
ENST00000521383	ENSG00000247081
ENST00000521384	ENSG00000154162
ENST00000521385	ENSG00000168487
ENST00000521386	ENSG00000121022
ENST00000521387	ENSG00000044115
ENST00000521388	ENSG00000080823
ENST00000521389	ENSG00000113269
ENST00000521390	ENSG00000172548
ENST00000521391	ENSG00000113645
ENST00000521392	ENSG00000113719
ENST00000521393	ENSG00000253692
ENST00000521394	ENSG00000253973
ENST00000521395	ENSG00000169398
ENST00000521396	ENSG00000283992
ENST00000521397	ENSG00000105808
ENST00000521398	ENSG00000112769
ENST00000521399	ENSG00000245910
ENST00000521400	ENSG00000120915
ENST00000521401	ENSG00000105997
ENST00000521402	ENSG00000155508
ENST00000521403	ENSG00000253603
ENST00000521404	ENSG00000214548
ENST00000521405	ENSG00000147459
ENST00000521406	ENSG00000165084
ENST00000521407	ENSG00000029534
ENST00000521408	ENSG00000253888
ENST00000521409	ENSG00000145675
ENST00000521410	ENSG00000178125
ENST00000521411	ENSG00000253496
ENST00000521412	ENSG00000250420
ENST00000521413	ENSG00000169122
ENST00000521414	ENSG00000104419
ENST00000521415	ENSG00000105483
ENST00000521416	ENSG00000043462
ENST00000521417	ENSG00000147533
ENST00000521418	ENSG00000070501
ENST00000521419	ENSG00000040341
ENST00000521420	ENSG00000055163
ENST00000521421	ENSG00000253293
ENST00000521422	ENSG00000152942
ENST00000521423	ENSG00000145901
ENST00000521424	ENSG00000170234
ENST00000521425	ENSG00000067167
ENST00000521426	ENSG00000153317
ENST00000521428	ENSG00000253220
ENST00000521429	ENSG00000133740
ENST00000521430	ENSG00000129295
ENST00000521431	ENSG00000143801
ENST00000521432	ENSG00000213985
ENST00000521433	ENSG00000253553
ENST00000521434	ENSG00000147586
ENST00000521435	ENSG00000104205
ENST00000521436	ENSG00000158941
ENST00000521437	ENSG00000105483
ENST00000521438	ENSG00000104419
ENST00000521439	ENSG00000120526
ENST00000521440	ENSG00000104408
ENST00000521441	ENSG00000254377
ENST00000521442	ENSG00000147416
ENST00000521443	ENSG00000183665
ENST00000521444	ENSG00000253433
ENST00000521446	ENSG00000253871
ENST00000521447	ENSG00000040341
ENST00000521448	ENSG00000132912
ENST00000521450	ENSG00000155508
ENST00000521451	ENSG00000040341
ENST00000521452	ENSG00000253304
ENST00000521453	ENSG00000253781
ENST00000521454	ENSG00000253989
ENST00000521455	ENSG00000168575
ENST00000521456	ENSG00000253260
ENST00000521458	ENSG00000104756
ENST00000521459	ENSG00000123992
ENST00000521460	ENSG00000156831
ENST00000521461	ENSG00000131773
ENST00000521462	ENSG00000179921
ENST00000521463	ENSG00000253974
ENST00000521464	ENSG00000086589
ENST00000521466	ENSG00000164587
ENST00000521467	ENSG00000235531
ENST00000521468	ENSG00000147689
ENST00000521469	ENSG00000197226
ENST00000521470	ENSG00000253408
ENST00000521471	ENSG00000235172
ENST00000521472	ENSG00000249738
ENST00000521473	ENSG00000012232
ENST00000521474	ENSG00000253680
ENST00000521475	ENSG00000156011
ENST00000521476	ENSG00000037241
ENST00000521477	ENSG00000105339
ENST00000521478	ENSG00000106006
ENST00000521479	ENSG00000104687
ENST00000521480	ENSG00000131203
ENST00000521481	ENSG00000094755
ENST00000521482	ENSG00000253372
ENST00000521483	ENSG00000246430
ENST00000521484	ENSG00000221914
ENST00000521485	ENSG00000065609
ENST00000521486	ENSG00000254158
ENST00000521487	ENSG00000253327
ENST00000521488	ENSG00000253883
ENST00000521489	ENSG00000171004
ENST00000521490	ENSG00000253407
ENST00000521491	ENSG00000079112
ENST00000521492	ENSG00000070501
ENST00000521493	ENSG00000080823
